CST 2026-07-17 20:03:48.932     0     0 I I00000/HiLog: ========Zeroth log of type: init
CST 2026-07-17 20:05:58.317   728   979 W C01120/BMS: [a92ab11aa64d520, 2029569, 0] query abilitys_ext code 8521480
CST 2026-07-17 20:05:58.317   728   979 W C01123/BMSCommon: [a92ab11aa64d520, 2029569, 0] bundle not exist -n com.huawei.hmos.vpndialog -u 100 -i 0 -f 1062
CST 2026-07-17 20:05:58.318   728   979 W C01121/BMSQuery: [a92ab11aa64d520, 2029569, 0] bundle_data_mgr.cpp:ExplicitQueryExtensionInfo:7239 ExplicitQueryExtensionInfo failed
CST 2026-07-17 20:05:58.318   728   979 I C01121/BMSQuery: [a92ab11aa64d520, 2029569, 0] ExplicitQueryExtension size:0 -n com.huawei.hmos.vpndialog -e VpnServiceExtAbility -u 100 -i 0
CST 2026-07-17 20:05:58.318   728   979 W C01121/BMSQuery: [a92ab11aa64d520, 2029569, 0] bundle_data_mgr.cpp:GetCloneAppIndexes:2463 no bundleName com.huawei.hmos.vpndialog found
CST 2026-07-17 20:05:58.318   728   979 W C01121/BMSQuery: [a92ab11aa64d520, 2029569, 0] bundle_mgr_host_impl.cpp:QueryExtensionAbilityInfos:3425 no valid extension info can be inquired
CST 2026-07-17 20:05:58.318   728   979 E C01336/AMS: [a92ab11aa64d520, 2029569, 0] [start_ability_utils.cpp290]extensionInfo empty
CST 2026-07-17 20:05:58.318   728   979 E C01342/ServiceExt: [a92ab11aa64d520, 2029569, 0] [ABMS5868]generate request error
CST 2026-07-17 20:05:58.318  3857  3857 E C015b0/NETMANAGER_EXT: connectAbility failed 2097152
CST 2026-07-17 20:05:58.327   469  1523 E C01707/CONCUR: [Interface] task 1523 apply qos failed, errno = 4
CST 2026-07-17 20:05:58.327   469  1523 E C01611/QosManager: QosManager: Failed to set thread QoS to QOS_USER_INTERACTIVE, ret: -1
CST 2026-07-17 20:05:58.328   728   979 E C01312/DbObsMgr: [dataobs_mgr_service.cpp164]Not system app, token:82009d288
CST 2026-07-17 20:05:58.328   728   979 E C01312/DbObsMgr: [dataobs_mgr_service.cpp211]normal app calling uri:da*as*ar*:/*/c*m.*ho*.s*tt*ng*da*a/*nt*y/*et*in*sd*ta*SE*TI*GS*AT*?P*ox*=t*ue*ke*=v*ne*t_*od*,fullToken 34897253000
CST 2026-07-17 20:05:58.328  3857  3857 I C01651/general_controller_service_impl: RegisterObserver: Register silent observer ret: 2228241, uri: ******pnext_mode
CST 2026-07-17 20:05:58.329  3857  3857 I C03919/AceInputTracking: [(100000:100000:scope)] Consumed id:211, last id:-1
CST 2026-07-17 20:05:58.329  3857  3857 I C04213/InputKeyFlow: ConsumePointerEventInner: InputId:211,wid:31,pointId:10000,srcType:2,rect:[0,0,1320,2856],notify:1
CST 2026-07-17 20:05:58.330  3857  3857 W C03913/AceText: [(100000:100000:scope)] destroy TxtParagraph with placeholderCnt_ 0, textAlign_ 0, count 0
CST 2026-07-17 20:05:58.332  3857  3857 I C02d66/Hiview-PerfMonitor: ProcessJank: JankFrameMonitor::ProcessJank jank >= threshold
CST 2026-07-17 20:05:58.351   611   930 W C02515/DISP: [SetLayerMaskInfo:495] <private> is not supported
CST 2026-07-17 20:05:58.351   611   930 I C02515/DISP: [CommitComposeLayer:67] CommitComposeLayer! 10
CST 2026-07-17 20:05:58.352   727   727 E C01406/RSScreenManager: IsAllScreensPowerOff: screenPowerStatus_ is empty.
CST 2026-07-17 20:05:58.361   142   840 I C01800/SAMGR: NF SA:65962,830_192
CST 2026-07-17 20:05:58.409   611   930 W C02515/DISP: [SetLayerMaskInfo:495] <private> is not supported
CST 2026-07-17 20:05:58.410   727   727 E C01406/RSScreenManager: IsAllScreensPowerOff: screenPowerStatus_ is empty.
CST 2026-07-17 20:05:58.410   611   930 I C02515/DISP: [CommitComposeLayer:67] CommitComposeLayer! 10
CST 2026-07-17 20:05:58.452  2205  2205 W A01b06/KG: CoverViewController: cover_type register failed, retryCount: 3
CST 2026-07-17 20:05:58.516   309   387 E C01704/TagSched: [a92ab11aa640f75] [OpenQosCtrl]Failed to open qos_ctrl device
CST 2026-07-17 20:05:58.516   309   387 E C01704/TagSched: [a92ab11aa640f75] [IsQosHandleOpen]get qosSetHandle_ fail
CST 2026-07-17 20:05:58.516   309   387 E C01704/TagSched: [a92ab11aa640f75] [SetUclamp]qosSetHandle open fail
CST 2026-07-17 20:05:58.519   727   891 W C01406/OHOS::RS: RSJankStats::SetJankStats jank frames 6
CST 2026-07-17 20:05:58.519   611   930 W C02515/DISP: [SetLayerMaskInfo:495] <private> is not supported
CST 2026-07-17 20:05:58.519   611   930 I C02515/DISP: [CommitComposeLayer:67] CommitComposeLayer! 10
CST 2026-07-17 20:05:58.520   727   727 E C01406/RSScreenManager: IsAllScreensPowerOff: screenPowerStatus_ is empty.
CST 2026-07-17 20:05:58.534  4428  4428 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4428 2000 2000] failed
CST 2026-07-17 20:05:58.534  4428  4428 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4428 2000 2000] failed
CST 2026-07-17 20:05:58.534  4428  4428 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:05:58.545  4430  4430 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4430 2000 2000] failed
CST 2026-07-17 20:05:58.545  4430  4430 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4430 2000 2000] failed
CST 2026-07-17 20:05:58.545  4430  4430 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:05:58.556  4431  4431 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4431 2000 2000] failed
CST 2026-07-17 20:05:58.556  4431  4431 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4431 2000 2000] failed
CST 2026-07-17 20:05:58.556  4431  4431 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:05:58.562   142   840 I C01800/SAMGR: NF SA:65962,830_193
CST 2026-07-17 20:05:58.626  1694  1805 I C0430a/file_monitor_service: [MainMissionStatus:197]CanExit
CST 2026-07-17 20:05:58.626  1694  1805 I C0430a/file_monitor_service: [MainMissionStatus:203]SecondaryScanner idle
CST 2026-07-17 20:05:58.642  2205  2205 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
CST 2026-07-17 20:05:58.684   727   891 W C01406/OHOS::RS: RSJankStats::SetJankStats jank frames 9
CST 2026-07-17 20:05:58.684   611   930 W C02515/DISP: [SetLayerMaskInfo:495] <private> is not supported
CST 2026-07-17 20:05:58.684   611   930 I C02515/DISP: [CommitComposeLayer:67] CommitComposeLayer! 10
CST 2026-07-17 20:05:58.692   727   727 E C01406/RSScreenManager: IsAllScreensPowerOff: screenPowerStatus_ is empty.
CST 2026-07-17 20:05:58.693   469  1523 E C01707/CONCUR: [Interface] task 1523 apply qos failed, errno = 4
CST 2026-07-17 20:05:58.693   469  1523 E C01611/QosManager: QosManager: Failed to set thread QoS to QOS_USER_INTERACTIVE, ret: -1
CST 2026-07-17 20:05:58.693   728   979 W C01123/BMSCommon: bundle not exist -n com.huawei.hmsapp.totemweather -u 100 -i 0 -f 32
CST 2026-07-17 20:05:58.693   728   979 W C01121/BMSQuery: GetBundleInfo failed -n com.huawei.hmsapp.totemweather -u 100
CST 2026-07-17 20:05:58.693   469  1523 E C01651/BundleMgrProxy: GetBundleInfoFromBMS: GetBundleInfo failed!bundleName is com.huawei.hmsapp.totemweather, userId is 100
CST 2026-07-17 20:05:58.694   469  1523 E C01651/DataProviderConfig: GetFromProxyData: Get bundleInfo failed! bundleName:com.huawei.hmsapp.totemweather, userId:100, visitedId:100, uri:******icIconInfo
CST 2026-07-17 20:05:58.694   469  1523 E C01651/DataShareServiceImpl: GetBMSAndMetaDataStatus: CalledInfo failed! token:0x20087fab,ret:1001,uri:******icIconInfo
CST 2026-07-17 20:05:58.694   469  1523 E C01651/DataShareServiceImpl: GetSilentProxyStatus: BMS or metaData not ready to complete, token:0x20087fab, uri:******icIconInfo
CST 2026-07-17 20:05:58.694  2205  2205 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
CST 2026-07-17 20:05:58.762   142   840 I C01800/SAMGR: NF SA:65962,830_194
CST 2026-07-17 20:05:58.767   611   930 W C02515/DISP: [SetLayerMaskInfo:495] <private> is not supported
CST 2026-07-17 20:05:58.768   611   930 I C02515/DISP: [CommitComposeLayer:67] CommitComposeLayer! 10
CST 2026-07-17 20:05:58.768   727   727 E C01406/RSScreenManager: IsAllScreensPowerOff: screenPowerStatus_ is empty.
CST 2026-07-17 20:05:58.814   164   552 E C02510/devsvc_manager_stub: StubGetService service ril_ext not found
CST 2026-07-17 20:05:58.814   163   761 E C02510/hdi_servmgr_client: get hdi service ril_ext failed, -1
CST 2026-07-17 20:05:58.814   163   761 I C02d19/CHR_SERVICE: RilRadioRadarTunnel, ConnectRilAdapterService chrRadio_ is nullptr!
CST 2026-07-17 20:05:58.815   164   552 E C02510/devsvc_manager_stub: StubGetService service hmi_service not found
CST 2026-07-17 20:05:58.815   163   761 E C02510/hdi_servmgr_client: get hdi service hmi_service failed, -1
CST 2026-07-17 20:05:58.815   163   761 E C02510/hmi_interface_proxy: Get:get remote object failed!
CST 2026-07-17 20:05:58.815   163   761 I C02d19/CHR_SERVICE: [HmiClient][chr_client]GetService: hmiInterface is nullptr.
CST 2026-07-17 20:05:58.815   163   761 I C02d19/CHR_SERVICE: [HmiClient][chr_client]TryGetServiceDelayed: retryCount=30, delayed=4000.
CST 2026-07-17 20:05:58.825   164   552 E C02510/devsvc_manager_stub: StubGetService service hmi_service not found
CST 2026-07-17 20:05:58.825   163   769 E C02510/hdi_servmgr_client: get hdi service hmi_service failed, -1
CST 2026-07-17 20:05:58.825   163   769 E C02510/hmi_interface_proxy: Get:get remote object failed!
CST 2026-07-17 20:05:58.825   163   769 I C02d19/CHR_SERVICE: [HmiClient][modem_log_client]GetService: hmiInterface is nullptr.
CST 2026-07-17 20:05:58.825   163   769 I C02d19/CHR_SERVICE: [HmiClient][modem_log_client]TryGetServiceDelayed: retryCount=30, delayed=4000.
CST 2026-07-17 20:05:58.853   611   930 W C02515/DISP: [SetLayerMaskInfo:495] <private> is not supported
CST 2026-07-17 20:05:58.853   611   930 I C02515/DISP: [CommitComposeLayer:67] CommitComposeLayer! 10
CST 2026-07-17 20:05:58.933  4434  4434 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4434 2000 2000] failed
CST 2026-07-17 20:05:58.933  4434  4434 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4434 2000 2000] failed
CST 2026-07-17 20:05:58.933  4434  4434 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:05:58.940  4434  4434 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4434 2000 2000] failed
CST 2026-07-17 20:05:58.940  4434  4434 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4434 2000 2000] failed
CST 2026-07-17 20:05:58.940  4434  4434 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:05:58.963   142   840 I C01800/SAMGR: NF SA:65962,830_195
CST 2026-07-17 20:05:58.994  2522  2522 I C02500/Qemud: Guest heartbeat success.
CST 2026-07-17 20:05:59.016   727   891 W C01406/OHOS::RS: RSJankStats::SetJankStats jank frames 9
CST 2026-07-17 20:05:59.016   611   930 W C02515/DISP: [SetLayerMaskInfo:495] <private> is not supported
CST 2026-07-17 20:05:59.016   611   930 I C02515/DISP: [CommitComposeLayer:67] CommitComposeLayer! 10
CST 2026-07-17 20:05:59.027  2715  3226 E C02e00/UPDATE_SA: [hap_connection.cpp(50)]GetHapRemoteObject, remoteObj is nullptr, bundle com.huawei.hmos.ouc
CST 2026-07-17 20:05:59.027  2715  3226 I C01352/ExtMgr: [extension_manager_client.cpp134]name:com.huawei.hmos.ouc ServiceExtAbility, userId:-1.
CST 2026-07-17 20:05:59.028   728   979 I C01342/ServiceExt: [ABMS5529]element: com.huawei.hmos.ouc/ServiceExtAbility
CST 2026-07-17 20:05:59.028   728   979 W C01123/BMSCommon: bundle not exist -n com.huawei.hmos.ouc -u 100 -i 0 -f 0
CST 2026-07-17 20:05:59.028   728   979 W C01336/AMS: [start_ability_utils.cpp76]failed: com.huawei.hmos.ouc
CST 2026-07-17 20:05:59.028   728   979 W C01336/AMS: [crowd_test_interceptor.cpp54]GetAppInfo failed
CST 2026-07-17 20:05:59.028   728   979 W C01120/BMS: app_control_manager.cpp:GetAppRunningControlRule:397 getAppId failed,-n:com.huawei.hmos.ouc
CST 2026-07-17 20:05:59.028   728   979 W C01123/BMSCommon: uid(6666) invalid
CST 2026-07-17 20:05:59.029   728   979 I C01336/AMS: [start_ability_utils.cpp54]appIndex:-1
CST 2026-07-17 20:05:59.029   728   979 W C01123/BMSCommon: bundle not exist -n com.huawei.hmos.ouc -u 100 -i 0 -f 1062
CST 2026-07-17 20:05:59.029   728   979 I C01121/BMSQuery: ExplicitQueryAbility no match -n com.huawei.hmos.ouc -a ServiceExtAbility -u 100 -i 0
CST 2026-07-17 20:05:59.029   728   979 W C01120/BMS: query abilitys_ext code 8521480
CST 2026-07-17 20:05:59.029   728   979 W C01123/BMSCommon: bundle not exist -n com.huawei.hmos.ouc -u 100 -i 0 -f 1062
CST 2026-07-17 20:05:59.029   728   979 W C01121/BMSQuery: bundle_data_mgr.cpp:ExplicitQueryExtensionInfo:7239 ExplicitQueryExtensionInfo failed
CST 2026-07-17 20:05:59.029   728   979 I C01121/BMSQuery: ExplicitQueryExtension size:0 -n com.huawei.hmos.ouc -e ServiceExtAbility -u 100 -i 0
CST 2026-07-17 20:05:59.029   728   979 W C01121/BMSQuery: bundle_data_mgr.cpp:GetCloneAppIndexes:2463 no bundleName com.huawei.hmos.ouc found
CST 2026-07-17 20:05:59.029   728   979 W C01121/BMSQuery: bundle_mgr_host_impl.cpp:QueryExtensionAbilityInfos:3425 no valid extension info can be inquired
CST 2026-07-17 20:05:59.029   728   979 E C01336/AMS: [start_ability_utils.cpp290]extensionInfo empty
CST 2026-07-17 20:05:59.029   728   979 E C01342/ServiceExt: [ABMS5868]generate request error
CST 2026-07-17 20:05:59.029  2715  3226 E C02e00/UPDATE_SA: [hap_connection.cpp(82)]HapConnection call interface failed, ret 2097152
CST 2026-07-17 20:05:59.029  2715  3226 E C02e00/UPDATE_SA: [ouc_hap_connection.cpp(72)]SendRemoteRequest, can not connect to ouc
CST 2026-07-17 20:05:59.105  4437  4437 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4437 2000 2000] failed
CST 2026-07-17 20:05:59.105  4437  4437 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4437 2000 2000] failed
CST 2026-07-17 20:05:59.105  4437  4437 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:05:59.113  4440  4440 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4440 2000 2000] failed
CST 2026-07-17 20:05:59.113  4440  4440 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4440 2000 2000] failed
CST 2026-07-17 20:05:59.113  4440  4440 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:05:59.113  4441  4441 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4441 2000 2000] failed
CST 2026-07-17 20:05:59.113  4441  4441 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4441 2000 2000] failed
CST 2026-07-17 20:05:59.113  4441  4441 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:05:59.114  4439  4439 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4439 2000 2000] failed
CST 2026-07-17 20:05:59.114  4439  4439 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4439 2000 2000] failed
CST 2026-07-17 20:05:59.114  4439  4439 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:05:59.123  4443  4443 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4443 2000 2000] failed
CST 2026-07-17 20:05:59.123  4443  4443 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4443 2000 2000] failed
CST 2026-07-17 20:05:59.123  4443  4443 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:05:59.138  4442  4442 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4442 2000 2000] failed
CST 2026-07-17 20:05:59.139  4442  4442 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4442 2000 2000] failed
CST 2026-07-17 20:05:59.139  4442  4442 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:05:59.162   251   505 I C02802/InputActiveSubscriberHandler: [|317]0|10000|643
CST 2026-07-17 20:05:59.163   142   840 I C01800/SAMGR: NF SA:65962,830_196
CST 2026-07-17 20:05:59.163   830   861 E C01810/SA_CLIENT: GetSaWrap SA:65962 not start
CST 2026-07-17 20:05:59.163   830   861 I C01409/APS_MANAGER: request system service object is not ready yet!
CST 2026-07-17 20:05:59.350  4445  4445 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4445 2000 2000] failed
CST 2026-07-17 20:05:59.350  4445  4445 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4445 2000 2000] failed
CST 2026-07-17 20:05:59.350  4445  4445 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:05:59.357  4447  4447 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4447 2000 2000] failed
CST 2026-07-17 20:05:59.357  4447  4447 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4447 2000 2000] failed
CST 2026-07-17 20:05:59.357  4447  4447 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:05:59.364  4448  4448 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4448 2000 2000] failed
CST 2026-07-17 20:05:59.364  4448  4448 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4448 2000 2000] failed
CST 2026-07-17 20:05:59.364  4448  4448 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:05:59.626  1694  1805 I C0430a/file_monitor_service: [MainMissionStatus:197]CanExit
CST 2026-07-17 20:05:59.626  1694  1805 I C0430a/file_monitor_service: [MainMissionStatus:203]SecondaryScanner idle
CST 2026-07-17 20:05:59.695  2205  2205 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
CST 2026-07-17 20:05:59.703   469  1523 E C01707/CONCUR: [Interface] task 1523 apply qos failed, errno = 4
CST 2026-07-17 20:05:59.703   469  1523 E C01611/QosManager: QosManager: Failed to set thread QoS to QOS_USER_INTERACTIVE, ret: -1
CST 2026-07-17 20:05:59.704   728   979 W C01123/BMSCommon: bundle not exist -n com.huawei.hmsapp.totemweather -u 100 -i 0 -f 32
CST 2026-07-17 20:05:59.704   728   979 W C01121/BMSQuery: GetBundleInfo failed -n com.huawei.hmsapp.totemweather -u 100
CST 2026-07-17 20:05:59.704   469  1523 E C01651/BundleMgrProxy: GetBundleInfoFromBMS: GetBundleInfo failed!bundleName is com.huawei.hmsapp.totemweather, userId is 100
CST 2026-07-17 20:05:59.704   469  1523 E C01651/DataProviderConfig: GetFromProxyData: Get bundleInfo failed! bundleName:com.huawei.hmsapp.totemweather, userId:100, visitedId:100, uri:******icIconInfo
CST 2026-07-17 20:05:59.704   469  1523 E C01651/DataShareServiceImpl: GetBMSAndMetaDataStatus: CalledInfo failed! token:0x20087fab,ret:1001,uri:******icIconInfo
CST 2026-07-17 20:05:59.704   469  1523 E C01651/DataShareServiceImpl: GetSilentProxyStatus: BMS or metaData not ready to complete, token:0x20087fab, uri:******icIconInfo
CST 2026-07-17 20:05:59.704  2205  2205 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
CST 2026-07-17 20:05:59.733  4451  4451 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4451 2000 2000] failed
CST 2026-07-17 20:05:59.733  4451  4451 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4451 2000 2000] failed
CST 2026-07-17 20:05:59.733  4451  4451 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:05:59.740  4451  4451 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4451 2000 2000] failed
CST 2026-07-17 20:05:59.740  4451  4451 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4451 2000 2000] failed
CST 2026-07-17 20:05:59.740  4451  4451 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:05:59.766   309   386 E C01720/SmartGC: [a92ab11aa640f75] [ExitGCPauseSceneInner]ExitGCPauseSceneInner 136828 138328
CST 2026-07-17 20:05:59.787   643   719 I C02986/DisplayPowerBrightness: lux=[0/137621, 0/137766, 0/137912, 0/138057, 0/138203, 0/138349, ], bDelta=5.000000, dDelta=1.000000, size=63
CST 2026-07-17 20:05:59.903   163  1721 I C02d10/CpuCollector: CalculateProcessCpuStatInfos: startTime=1784289949900, endTime=1784289959903, startBootTime=128462, endBootTime=138464, period=10002, isNeedUpdate=1
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   588   724 W C02943/ThermalHdi: Read node failed, title = brightness
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
CST 2026-07-17 20:05:59.903   163  1721 W C02d10/UCollectUtil-CpuCalculator: CalculateCpuLoad: invalid num of max cpu load unit
