CST 2026-07-17 20:03:48.932     0     0 I I00000/HiLog: ========Zeroth log of type: init
CST 2026-07-17 20:06:38.516  2205  2205 W A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSplitViewAnimationManager: BackAndOneSplitAnimationBreak containerSession is not availiable
CST 2026-07-17 20:06:38.516  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: GuidanceLog set unNeedKnowMore
CST 2026-07-17 20:06:38.516  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: [SCBSplit] start from non-onAPP
CST 2026-07-17 20:06:38.516  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBMultiWindowUtils: CUBE GuidanceLog isNeedKnowMore false
CST 2026-07-17 20:06:38.516  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSplitManager: interruptStartSceneForSplit scenePanelState is 1 not SPLIT
CST 2026-07-17 20:06:38.516  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: getSceneContainerSessionWithPersistentId from containerSessionList id: 31
CST 2026-07-17 20:06:38.516  2205  2205 I A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBTM: findTransitionController. bundleName: cn.alfadb.netbird.e3vpnb, overlayBundleName: undefined
CST 2026-07-17 20:06:38.516  2205  2205 W A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] PageDesktopModel: findTransitionController shortcutId empty bundleName:cn.alfadb.netbird.e3vpnb
CST 2026-07-17 20:06:38.516  2205  2205 W A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] PageDesktopModel: findTransitionController bundleName: cn.alfadb.netbird.e3vpnb, abilityName: EntryAbility, startType: 0, formCardId: undefined, cardId: undefined, extraId: undefined, appIndex: 0, shortcutId: undefined, appInstanceKey: %{public}s
CST 2026-07-17 20:06:38.516  2205  2205 W A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBTM: Find controller success ? true, findData: {"bundleName":"cn.alfadb.netbird.e3vpnb","abilityName":"EntryAbility","appIndex":0,"appIconId":"","iconRadius":0,"appIconNumber":0,"startAppType":0,"isOpenFolder":false}
CST 2026-07-17 20:06:38.517  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBFloatManager: isAtomicServiceFloatScene: notSupportAtomicServiceFloatScene
CST 2026-07-17 20:06:38.517  2205  2205 I A01b00/SCB: [a92ab11ace7b9b5, 27512b0, 493724] LuoShuStateManager --> getLuoShuStateInfo: report {"luoShuState":0,"scenePanelState":1,"eventType":-1,"screenInfo":{"isLandscape":false,"foldState":1},"screenId":0,"holdingHandStatus":1}
CST 2026-07-17 20:06:38.517  2205  2205 E C03f05/NAPI: [a92ab11ace7b9b5, 27512b0, 493724] DfxCollectStackWithDepth is not loaded in taskpool/worker.
CST 2026-07-17 20:06:38.517  2205  2205 I C03f05/NAPI: [a92ab11ace7b9b5, 27512b0, 493724] taskpool:: taskId 2416510736 in seqRunner 140488421640128 immediately.
CST 2026-07-17 20:06:38.517  2205  2240 I C03f05/NAPI: taskpool:: Task Perform: j71, 2416510736, runningLoop: 140487977523824
CST 2026-07-17 20:06:38.517  2205  2205 W A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: [SCBMain]onStartSceneFromOther isNewWant false. StartApp:cn.alfadb.netbird.e3vpnb
CST 2026-07-17 20:06:38.517  2205  2205 I A01b00/SCB: [a92ab11ace7b9b5, 27512b0, 493724] LuoShuStateManager --> getLuoShuStateInfo: SCBSPVM {"luoShuState":0,"scenePanelState":1,"eventType":-1,"screenInfo":{"isLandscape":false,"foldState":1},"screenId":0,"holdingHandStatus":1}
CST 2026-07-17 20:06:38.517  2205  2205 I A04223/SCBMain: [a92ab11ace7b9b5, 27512b0, 493724] [id:31][screenId:0]requestSceneSession, callerPersistentId:0, needLinkCaller:true
CST 2026-07-17 20:06:38.517  2205  2205 I A04223/SCBMain: [a92ab11ace7b9b5, 27512b0, 493724] find sceneSession from other screen
CST 2026-07-17 20:06:38.517  2205  2205 I A04222/WMSMission: [a92ab11ace7b9b5, 27512b0, 493724] [Screen:0][Panel:1] get existing session from usage-total list.
CST 2026-07-17 20:06:38.518  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSSM: popSceneFromOtherScreen toScreen: 0, needBackground: trueneedRefreshFocus: true, needUpdateScreenId: true,persistentId:31
CST 2026-07-17 20:06:38.518  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] [SCBMission]SCBSceneMissionManager: popSceneFromOtherScreenByPersistentId sceneSession on targetScreen, ignored
CST 2026-07-17 20:06:38.518  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSSM: isProjectionBundleName bundleName = cn.alfadb.netbird.e3vpnb, screenId = 0
CST 2026-07-17 20:06:38.518  2205  2205 I A04223/SCBMain: [a92ab11ace7b9b5, 27512b0, 493724] requestSceneSession using exist persistentId: 31
CST 2026-07-17 20:06:38.518  2205  2205 I A04223/SCBMain: [a92ab11ace7b9b5, 27512b0, 493724] getSceneSessionByPersistentId from containerSessionList id: 31
CST 2026-07-17 20:06:38.518  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: getSceneContainerSessionWithPersistentId from containerSessionList id: 31
CST 2026-07-17 20:06:38.518  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: needMinimizeActiveContainer currMode 1 activeMode 1
CST 2026-07-17 20:06:38.518  2205  2205 I A04223/SCBMain: [a92ab11ace7b9b5, 27512b0, 493724] [id:31][screenId:0]requestSceneSession, callerPersistentId:0, needLinkCaller:true
CST 2026-07-17 20:06:38.518  2205  2205 I A04223/SCBMain: [a92ab11ace7b9b5, 27512b0, 493724] find sceneSession from other screen
CST 2026-07-17 20:06:38.518  2205  2205 I A04222/WMSMission: [a92ab11ace7b9b5, 27512b0, 493724] [Screen:0][Panel:1] get existing session from usage-total list.
CST 2026-07-17 20:06:38.518  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSSM: popSceneFromOtherScreen toScreen: 0, needBackground: trueneedRefreshFocus: true, needUpdateScreenId: true,persistentId:31
CST 2026-07-17 20:06:38.518  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] [SCBMission]SCBSceneMissionManager: popSceneFromOtherScreenByPersistentId sceneSession on targetScreen, ignored
CST 2026-07-17 20:06:38.518  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSSM: isProjectionBundleName bundleName = cn.alfadb.netbird.e3vpnb, screenId = 0
CST 2026-07-17 20:06:38.518  2205  2205 I A04223/SCBMain: [a92ab11ace7b9b5, 27512b0, 493724] requestSceneSession using exist persistentId: 31
CST 2026-07-17 20:06:38.518  2205  2205 I A04223/SCBMain: [a92ab11ace7b9b5, 27512b0, 493724] getSceneSessionByPersistentId from containerSessionList id: 31
CST 2026-07-17 20:06:38.518  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: getSceneContainerSessionWithPersistentId from containerSessionList id: 31
CST 2026-07-17 20:06:38.518  2205  2205 I A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBTM: findTransitionController. bundleName: cn.alfadb.netbird.e3vpnb, overlayBundleName: undefined
CST 2026-07-17 20:06:38.518  2205  2205 W A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] PageDesktopModel: findTransitionController shortcutId empty bundleName:cn.alfadb.netbird.e3vpnb
CST 2026-07-17 20:06:38.518  2205  2205 W A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] PageDesktopModel: findTransitionController bundleName: cn.alfadb.netbird.e3vpnb, abilityName: EntryAbility, startType: 0, formCardId: undefined, cardId: undefined, extraId: undefined, appIndex: 0, shortcutId: undefined, appInstanceKey: %{public}s
CST 2026-07-17 20:06:38.519  2205  2205 W A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBTM: Find controller success ? true, findData: {"bundleName":"cn.alfadb.netbird.e3vpnb","abilityName":"EntryAbility","appIndex":0,"appIconId":"","iconRadius":0,"appIconNumber":0,"startAppType":0,"isOpenFolder":false}
CST 2026-07-17 20:06:38.519  2205  2205 E A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: overlayCardInfo is invalid
CST 2026-07-17 20:06:38.519  2205  2205 W A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: onStartSceneFromOther cardId empty isStartCard=false
CST 2026-07-17 20:06:38.519  2205  2205 I A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBTM: findTransitionController. bundleName: cn.alfadb.netbird.e3vpnb, overlayBundleName: undefined
CST 2026-07-17 20:06:38.519  2205  2205 W A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] PageDesktopModel: findTransitionController shortcutId empty bundleName:cn.alfadb.netbird.e3vpnb
CST 2026-07-17 20:06:38.519  2205  2205 W A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] PageDesktopModel: findTransitionController bundleName: cn.alfadb.netbird.e3vpnb, abilityName: EntryAbility, startType: 0, formCardId: undefined, cardId: undefined, extraId: undefined, appIndex: 0, shortcutId: undefined, appInstanceKey: %{public}s
CST 2026-07-17 20:06:38.519  2205  2205 W A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBTM: Find controller success ? true, findData: {"bundleName":"cn.alfadb.netbird.e3vpnb","abilityName":"EntryAbility","appIndex":0,"appIconId":"","iconRadius":0,"appIconNumber":0,"startAppType":0,"isOpenFolder":false}
CST 2026-07-17 20:06:38.519  2205  2205 W A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: onStartSceneFromOther cardId empty isStartCard=false
CST 2026-07-17 20:06:38.519  2205  2205 I A04223/SCBMain: [a92ab11ace7b9b5, 27512b0, 493724] [id:31][screenId:0]requestSceneSession, callerPersistentId:0, needLinkCaller:true
CST 2026-07-17 20:06:38.519  2205  2205 I A04223/SCBMain: [a92ab11ace7b9b5, 27512b0, 493724] find sceneSession from other screen
CST 2026-07-17 20:06:38.519  2205  2205 I A04222/WMSMission: [a92ab11ace7b9b5, 27512b0, 493724] [Screen:0][Panel:1] get existing session from usage-total list.
CST 2026-07-17 20:06:38.519  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSSM: popSceneFromOtherScreen toScreen: 0, needBackground: trueneedRefreshFocus: true, needUpdateScreenId: true,persistentId:31
CST 2026-07-17 20:06:38.519  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] [SCBMission]SCBSceneMissionManager: popSceneFromOtherScreenByPersistentId sceneSession on targetScreen, ignored
CST 2026-07-17 20:06:38.519  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSSM: isProjectionBundleName bundleName = cn.alfadb.netbird.e3vpnb, screenId = 0
CST 2026-07-17 20:06:38.519  2205  2205 I A04223/SCBMain: [a92ab11ace7b9b5, 27512b0, 493724] requestSceneSession using exist persistentId: 31
CST 2026-07-17 20:06:38.519  2205  2205 I A04223/SCBMain: [a92ab11ace7b9b5, 27512b0, 493724] getSceneSessionByPersistentId from containerSessionList id: 31
CST 2026-07-17 20:06:38.519  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: getSceneContainerSessionWithPersistentId from containerSessionList id: 31
CST 2026-07-17 20:06:38.519  2205  2205 W A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: isSceneContainerStartOther: true
CST 2026-07-17 20:06:38.519  2205  2205 I A01b00/SCB: [a92ab11ace7b9b5, 27512b0, 493724] LuoShuStateManager --> getLuoShuStateInfo: SCBWindowRotateController {"luoShuState":0,"scenePanelState":1,"eventType":-1,"screenInfo":{"isLandscape":false,"foldState":1},"screenId":0,"holdingHandStatus":1}
CST 2026-07-17 20:06:38.520  2205  2205 I A0421d/WMSRotation: [a92ab11ace7b9b5, 27512b0, 493724] [isNonHook] luoShuState: 0
CST 2026-07-17 20:06:38.520  2205  2205 E A0421d/WMSRotation: [a92ab11ace7b9b5, 27512b0, 493724] [needRotateWithFlowLight] no need add rotation
CST 2026-07-17 20:06:38.520  2205  2205 W A0421d/WMSRotation: [a92ab11ace7b9b5, 27512b0, 493724] [getRotatedScreenProperty] this.rotation: 0; getRotatedScreenProperty: {rect: [0, 0, 1320, 2856], rotation: 0}
CST 2026-07-17 20:06:38.520  2205  2205 W A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: [onStartSceneFromOther] isNeed: false, windowAnimation: true
CST 2026-07-17 20:06:38.520  2205  2205 I A0421d/WMSRotation: [a92ab11ace7b9b5, 27512b0, 493724] [startSceneWithRotationIfNeed] containerSession EntryAbility/cn.alfadb.netbird.e3vpnb/entry/0(persistentId: 31)(containerId: 2), needAnimation false isFromRecent false fromUser false isPageRotation false
CST 2026-07-17 20:06:38.520  2205  2205 I A0421d/WMSRotation: [a92ab11ace7b9b5, 27512b0, 493724] [startSceneWithRotationIfNeed] containerSession EntryAbility/cn.alfadb.netbird.e3vpnb/entry/0(persistentId: 31)(containerId: 2)needAnimation false isFromRecent false fromUser false isPageRotation false
CST 2026-07-17 20:06:38.520  2205  2205 I A0421d/WMSRotation: [a92ab11ace7b9b5, 27512b0, 493724] [coverSensorRotation] cover sensor rotation.
CST 2026-07-17 20:06:38.520  2205  2205 I A01b00/SCB: [a92ab11ace7b9b5, 27512b0, 493724] SCBCompatibilityModeController: [addInvertedPortraitOrientationIfNeeded] requestOrientation:undefined
CST 2026-07-17 20:06:38.520  2205  2205 I A01b00/SCB: [a92ab11ace7b9b5, 27512b0, 493724] SCBCompatibilityModeResourceManager: [isCurrentSupportAddInvertedPortraitOrientation] isSupportAddInvertedPortraitOrientation: false
CST 2026-07-17 20:06:38.520  2205  2205 I A01b00/SCB: [a92ab11ace7b9b5, 27512b0, 493724] SCBCompatibilityModeResourceManager: [isNeedAddInvertedPortraitOrientation] current device status is not support adding inverted portrait orientation
CST 2026-07-17 20:06:38.520  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBScreenSM: screenRotationLocked value:true
CST 2026-07-17 20:06:38.520  2205  2205 W A0421d/WMSRotation: [a92ab11ace7b9b5, 27512b0, 493724] [getTargetRotation] bundleName:cn.alfadb.netbird.e3vpnb requestOrientation:0 isScreenLocked:true isPlacedRotateFriendlyDevicePlaced:false fixedRotation: -1 rotationCommand: {"isIgnorePlacedState":false,"isFromDropDown":false}
CST 2026-07-17 20:06:38.520  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSSM: targetOrientation does not belong to the userOrientation type
CST 2026-07-17 20:06:38.520  2205  2205 I A0421d/WMSRotation: [a92ab11ace7b9b5, 27512b0, 493724] [notifySupportRotationChange] container requestOrientation: 0 scene requestOrientation: 0
CST 2026-07-17 20:06:38.520  2205  2205 I A0421d/WMSRotation: [a92ab11ace7b9b5, 27512b0, 493724] [notifySupportRotationChange] displayId: 0 persistentId: 31 container: [true,false,false,false] scene: [true,false,false,false] reason: MultiWindowChangeOrientation
CST 2026-07-17 20:06:38.521  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSSM: notifySupportRotationChange
CST 2026-07-17 20:06:38.521  2205  2205 I C0421d/WMSRotation: [a92ab11ace7b9b5, 27512b0, 493724] OnNotifySupportRotationChange: persistentId: 31, container size: 4, scene size: 4
CST 2026-07-17 20:06:38.521  2205  2205 I A0421d/WMSRotation: [a92ab11ace7b9b5, 27512b0, 493724] [startSceneWithRotationIfNeed] before rotate with targetRotation=0, sensorRotation=0, currentScreenRotation=0, currentContainerRotation=0, tempRotation=, name=cn.alfadb.netbird.e3vpnb
CST 2026-07-17 20:06:38.521  2205  2205 I A0421d/WMSRotation: [a92ab11ace7b9b5, 27512b0, 493724] [rotateWindowPolicy] no need to rotate with same targetRotation
CST 2026-07-17 20:06:38.521  2205  2205 W A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: [SCBMain]onStartSceneFromOther EntryAbility/cn.alfadb.netbird.e3vpnb/entry/0(persistentId: 31)(containerId: 2) isActive:false isStartCard:false needBlurAnimation:true scenePanelState:1
CST 2026-07-17 20:06:38.521  2205  2205 I A01b09/RECENT: [a92ab11ace7b9b5, 27512b0, 493724] RecentPanelViewModel: [SCBMain]onStartSceneFromOther EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)(containerId: 1) notShowSessionDestroy
CST 2026-07-17 20:06:38.521  2205  2205 I A01b00/SCB: [a92ab11ace7b9b5, 27512b0, 493724] LuoShuStateManager --> getLuoShuStateInfo: SCBSPVM {"luoShuState":0,"scenePanelState":1,"eventType":-1,"screenInfo":{"isLandscape":false,"foldState":1},"screenId":0,"holdingHandStatus":1}
CST 2026-07-17 20:06:38.521  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: needMinimizeActiveContainer currMode 1 activeMode 1
CST 2026-07-17 20:06:38.521  2205  2205 I A01b01/HOME: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: onStartSceneFromOther need minimize active container
CST 2026-07-17 20:06:38.521  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: updateCallerInfo, persistentId:31, oldCallerId:0, newCallerId:30, toId:0.
CST 2026-07-17 20:06:38.521  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: linkCallerAndToPersistentForSession, callerId=0, toId=0
CST 2026-07-17 20:06:38.521  2205  2205 I A04223/SCBMain: [a92ab11ace7b9b5, 27512b0, 493724] getSceneSessionByPersistentId from containerSessionList id: 30
CST 2026-07-17 20:06:38.521  2205  2205 I A04223/SCBMain: [a92ab11ace7b9b5, 27512b0, 493724] getSceneSessionByPersistentId from containerSessionList id: 30
CST 2026-07-17 20:06:38.521  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: getSceneContainerSessionWithPersistentId from containerSessionList id: 30
CST 2026-07-17 20:06:38.521  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: newCallerContainer bundlename = cn.alfadb.netbird.e3vpna, isNeedUpdateCallerInfo = true
CST 2026-07-17 20:06:38.522  2205  2205 W A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: Failed to get scene containerSession with session id: 0
CST 2026-07-17 20:06:38.522  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: newCallerContainer bundlename = undefined, isNeedUpdateCallerInfo = true
CST 2026-07-17 20:06:38.522  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPVM: updateCallerInfo, newCallerId:30.
CST 2026-07-17 20:06:38.522  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSPM: Remove container id: 2, 31
CST 2026-07-17 20:06:38.522  2205  2205 W A01c06/ICON: [a92ab11ace7b9b5, 27512b0, 493724] AppIconCommonEvent --> onInactive bundleName:cn.alfadb.netbird.e3vpnb, [SCBSPM] set icon from show to [show], caller: removeContainerSessionByIndex, extra info: undefined.
CST 2026-07-17 20:06:38.522  2205  2205 I A04223/SCBMain: [a92ab11ace7b9b5, 27512b0, 493724] Remove scene container session by index=0, id=31
CST 2026-07-17 20:06:38.522  2205  2205 I A01b09/RECENT: [a92ab11ace7b9b5, 27512b0, 493724] RecentDockRefreshAlarm: start alarm recent dock: EntryAbility/cn.alfadb.netbird.e3vpnb/entry/0(persistentId: 31)(containerId: 2)
CST 2026-07-17 20:06:38.523  2205  2205 W A0420a/WMSLife: [a92ab11ace7b9b5, 27512b0, 493724] Request scene container session activation, name: EntryAbility/cn.alfadb.netbird.e3vpnb/entry/0(persistentId: 31)(containerId: 2) isNewActive: false, isPersist: true, reason: undefined
CST 2026-07-17 20:06:38.523  2205  2205 I A01b00/SCB: [a92ab11ace7b9b5, 27512b0, 493724] LuoShuStateManager --> getLuoShuStateInfo: SCBScreenSM {"luoShuState":0,"scenePanelState":1,"eventType":-1,"screenInfo":{"isLandscape":false,"foldState":1},"screenId":0,"holdingHandStatus":1}
CST 2026-07-17 20:06:38.523  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBSceneRecentMissionManager: add id 31 to recentMissionIdSet
CST 2026-07-17 20:06:38.523  2205  2205 W A04223/SCBMain: [a92ab11ace7b9b5, 27512b0, 493724] requestSessionActivation primarySession priNewActive: false
CST 2026-07-17 20:06:38.523  2205  2205 I A04223/SCBMain: [a92ab11ace7b9b5, 27512b0, 493724] requestSceneSessionActivation: isNewActive: false, isPersist: true, reason: undefined, name: EntryAbility/cn.alfadb.netbird.e3vpnb/entry/0(persistentId: 31), containerRotation: 0
CST 2026-07-17 20:06:38.523  2205  2205 I A0420a/WMSLife: [a92ab11ace7b9b5, 27512b0, 493724] [id:31]requestSceneSessionActivation.
CST 2026-07-17 20:06:38.523  2205  2205 I A0420a/WMSLife: [a92ab11ace7b9b5, 27512b0, 493724] setIsPendingToBackgroundState, state:false
CST 2026-07-17 20:06:38.523  2205  2205 I C0420a/WMSLife: [a92ab11ace7b9b5, 27512b0, 493724] SetIsPendingToBackgroundState: id:31 State:0
CST 2026-07-17 20:06:38.523  2205  2205 I A0420a/WMSLife: [a92ab11ace7b9b5, 27512b0, 493724] setIsActivatedAfterScreenLocked, isScreenLocked: false
CST 2026-07-17 20:06:38.523  2205  2205 I C0420a/WMSLife: [a92ab11ace7b9b5, 27512b0, 493724] SetIsActivatedAfterScreenLocked: id:31, isLocked:0
CST 2026-07-17 20:06:38.523  2205  2205 I C0420a/WMSLife: [a92ab11ace7b9b5, 27512b0, 493724] OnRequestSceneSessionActivation: in
CST 2026-07-17 20:06:38.523  2205  2275 I C04202/WMSMain: [a92ab11ace7b9b5, 4350c0, 27512b0] Request active id:31, system:0, isNewActive:0, requestId:7
CST 2026-07-17 20:06:38.523  2205  2275 W C0420b/WMSKeyboard: [a92ab11ace7b9b5, 4350c0, 27512b0] RequestInputMethodCloseKeyboard: keyboardSession is nullptr, id: 31
CST 2026-07-17 20:06:38.523  2205  2275 I C0421b/WMSStartupPage: [a92ab11ace7b9b5, 4350c0, 27512b0] GetEnableRemoveStartingWindowFromBMS: enable.remove.starting.window default false
CST 2026-07-17 20:06:38.523  2205  2275 I C04202/WMSMain: [a92ab11ace7b9b5, 4350c0, 27512b0] FillSessionInfo: bundleName:cn.alfadb.netbird.e3vpnb removeMissionAfterTerminate:0 excludeFromMissions:0 label:$string:ability_name iconPath:$media:app_icon collaboratorType:/data/app/el1/bundle/public/cn.alfadb.netbird.e3vpnb.
CST 2026-07-17 20:06:38.523  2205  2205 E A01b00/SCB: [a92ab11ace7b9b5, 27512b0, 493724] SCBCategoryResourceManager: isSupportFullScreenInForceSplit: cn.alfadb.netbird.e3vpnb is not in featureMap
CST 2026-07-17 20:06:38.523  2205  2205 I A01b00/SCB: [a92ab11ace7b9b5, 27512b0, 493724] SCBCategoryResourceManager: updateFullScreenInForceSplitStatusIfNeed: isFullScreenInForceSplit no change
CST 2026-07-17 20:06:38.523  2205  2275 I C0420a/WMSLife: [a92ab11ace7b9b5, 4350c0, 27512b0] GetRequestWantFromTaskInfoMap: exsit, persistentId:31, requestId:7
CST 2026-07-17 20:06:38.524  2205  2275 I C0420a/WMSLife: [a92ab11ace7b9b5, 4350c0, 27512b0] SetAbilitySessionInfo: Is SCB Call, set flag:0, persistentId:31, requestId:7
CST 2026-07-17 20:06:38.524  2205  2205 I A04223/SCBMain: [a92ab11ace7b9b5, 27512b0, 493724] isForegroundAndActive: sessionState: 0, isActive: true
CST 2026-07-17 20:06:38.524  2205  2275 I C0420a/WMSLife: [a92ab11ace7b9b5, 4350c0, 27512b0] RequestSceneSessionActivationInner: [id: 31] want-ability: EntryAbility, bundle: cn.alfadb.netbird.e3vpnb, module: entry, appIndex: 0, requestId:7
CST 2026-07-17 20:06:38.524  2205  2275 I C0420a/WMSLife: [a92ab11ace7b9b5, 4350c0, 27512b0] operator(): start notify listeners, bundleName:cn.alfadb.netbird.e3vpnb, Id:31, event:2, reason: 0
CST 2026-07-17 20:06:38.524  2205  2275 I C04202/WMSMain: [a92ab11ace7b9b5, 4350c0, 27512b0] RequestSceneSessionActivationInner: [id: 31] Begin StartUIAbility, system: 0,reuseDelegatorWindow 0 isShowAbility 0
CST 2026-07-17 20:06:38.524  2205  2205 I A04200/WMS: [a92ab11ace7b9b5, 27512b0, 493724] modifyPersistentMap, bundleName: cn.alfadb.netbird.e3vpnb
CST 2026-07-17 20:06:38.524  2205  4282 I C01336/AMS: [a92ab11ace7b9b5, 3778aca, 4350c0] [AMC432]scb call, StartUIAbilityBySCB target: cn.alfadb.netbird.e3vpnb/EntryAbility, persistentId: 31, appIndex: -1, pageConfigSize:0, requestCode:-1
CST 2026-07-17 20:06:38.524  2205  2205 I A04200/WINDOW: [a92ab11ace7b9b5, 27512b0, 493724] SCBScenePersistent: Set persistentId = 31 isAlive to true
CST 2026-07-17 20:06:38.524  2205  2254 I C01631/GaussPD: [a92ab11ace7b9b5, 17891c8, 27512b0]  [0] [ADAPTER] [140486577748736] Not support binlog_default.writeLock file enable del monitor sysno = 25
CST 2026-07-17 20:06:38.524   728  1100 I C01336/AMS: [a92ab11ace7b9b5, 22d0926, 3778aca] [ABMS3083]call, sceneFlag:4, restart: 0
CST 2026-07-17 20:06:38.524  2205  2254 I C01631/GaussPD: [a92ab11ace7b9b5, 17891c8, 27512b0]  [0] [ADAPTER] [140486577748736] Not support binlog_default.writeLock file enable del monitor sysno = 25
CST 2026-07-17 20:06:38.524  2205  2254 I C01631/GaussPD: [a92ab11ace7b9b5, 17891c8, 27512b0]  [0] [ADAPTER] [140486577748736] Not support binlog_default.writeLock file enable del monitor sysno = 25
CST 2026-07-17 20:06:38.524   728  1100 I C01336/AMS: [a92ab11ace7b9b5, 22d0926, 3778aca] [start_ability_utils.cpp54]appIndex:-1
CST 2026-07-17 20:06:38.524  2205  2205 W A0420a/WMSLife: [a92ab11ace7b9b5, 27512b0, 493724] requestSceneBackground, name: EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)(containerId: 1) isToDeskTop:undefined isDelegator:undefined isSaveSnapshot:undefined
CST 2026-07-17 20:06:38.524  2205  2205 I A04200/WMS: [a92ab11ace7b9b5, 27512b0, 493724] modifyPersistentMap, bundleName: cn.alfadb.netbird.e3vpna
CST 2026-07-17 20:06:38.525   728  1100 W C01336/AMS: [a92ab11ace7b9b5, 22d0926, 3778aca] [ABMS3903]null callerToken
CST 2026-07-17 20:06:38.525   728  1100 I C01336/AMS: [a92ab11ace7b9b5, 22d0926, 3778aca] [UALM215]StartUIAbility session:31. bundle:cn.alfadb.netbird.e3vpnb, ability:EntryAbility, instanceKey:, requestId: 7, isCallBySCB: 0, reuseDelegator: 0, scenarios:0, requestCode:-1
CST 2026-07-17 20:06:38.525   309  1535 I C01727/SceneRecognizeExt: [a92ab11ace7b9b5, 31a0c84, 3a3c3ce] [ReportEnterUserInteractionSceneInner]report enter user interaction scene
